name;description;isPartOfCourseraPlus;subtitleLanguages;productDifficultyLevels;audiences;enrollments;partners;languages;numProductRatings;allLanguageCodes;avgProductRatings;skills
Data Analytics Foundations for Accountancy I;Welcome to Data Analytics Foundations for Accountancy I! You’re joining thousands of learners currently enrolled in the course. I'm excited to have you in the class and look forward to your contributions to the learning community.;True;['French', 'Portuguese (Portugal)', 'Russian', 'Spanish'];Mixed;;7213;['University of Illinois at Urbana-Champaign'];English;29;['fr', 'pt', 'ru', 'es', 'en'];4.137931034482759;['Statistical Programming', 'Histogram', 'Computer Programming', 'Python Programming', 'Probability & Statistics', 'Estimation']
Getting Started with Data Analytics on AWS;Learn how to go from raw data to meaningful insights using AWS with this one-week course. Throughout the course, you’ll learn about the fundamentals of Data Analytics from AWS experts.;True;[];Beginner;;7007;['Amazon Web Services'];English;130;['en'];4.615384615384615;['Analysis', 'Statistical Programming', 'Product Strategy', 'Amazon Web Services', 'Entrepreneurship', 'Design and Product', 'Cloud Computing', 'Strategy and Operations', 'Python Programming', 'Product Management', 'Computer Programming']
Developing AI Applications on Azure;This course introduces the concepts of Artificial Intelligence and Machine learning. We'll discuss machine learning types and tasks, and machine learning algorithms. You'll  explore Python as a popular programming language for machine learning solutions, including using some scientific ecosystem packages which will help you implement machine learning. ;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Advanced;;43918;['LearnQuest'];English;937;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.432230522945571;['Cloud Computing', 'Web Development', 'Statistical Programming', 'BlockChain', 'Deep Learning', 'Microsoft Azure', 'Python Programming', 'Computer Programming', 'Natural Language Processing', 'Back-End Web Development', 'Cloud Storage', 'Machine Learning', 'Finance', 'Machine Learning Algorithms']
Modern Robotics, Course 1:  Foundations of Robot Motion;Do you want to know how robots work?  Are you interested in robotics as a career?  Are you willing to invest the effort to learn fundamental mathematical modeling techniques that are used in all subfields of robotics?;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;36744;['Northwestern University'];English;738;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.693766937669377;['Robotics', 'Statistical Programming', 'Probability & Statistics', 'Linear Algebra', 'Mathematics', 'General Statistics', 'Data Analysis', 'Python Programming', 'Computer Programming', 'Data Analysis Software', 'Matrices']
Deep Learning and Reinforcement Learning;This course introduces you to two of the most sought-after disciplines in Machine Learning: Deep Learning and Reinforcement Learning. Deep Learning is a subset of Machine Learning that has applications in both Supervised and Unsupervised Learning, and is frequently used to power most of the AI applications that we use on a daily basis. First you will learn about the theory behind Neural Networks, which are the basis of Deep Learning, as well as several modern architectures of Deep Learning. Once you have developed a few  Deep Learning models, the course will focus on Reinforcement Learning, a type of Machine Learning that has caught up more attention recently. Although currently Reinforcement Learning has only a few practical applications, it is a promising area of research in AI that might become relevant in the near future.;False;[];Intermediate;;5634;['IBM'];English;64;['en'];4.625;['Deep Learning', 'Computer Vision', 'Statistical Programming', 'Artificial Neural Networks', 'Machine Learning', 'Reinforcement Learning', 'Computer Programming', 'Python Programming']
Prediction Models with Sports Data;In this course the learner will be shown how to generate forecasts of game results in professional sports using Python. The main emphasis of the course is on teaching the method of logistic regression as a way of modeling game results, using data on team expenditures. The learner is taken through the process of modeling past results, and then using the model to forecast the outcome games not yet played. The course will show the learner how to evaluate the reliability of a model using data on betting odds. The analysis is applied first to the English Premier League, then the NBA and NHL. The course also provides an overview of the relationship between data analytics and gambling, its history and the social issues that arise in relation to sports betting, including the personal risks.;True;[];Mixed;;1172;['University of Michigan'];English;6;['en'];4.666666666666667;['Sports Analytics', 'General Statistics', 'Odds', 'Python Programming', 'Political Forecasting', 'Probability & Statistics', 'Pandas']
Machine Learning: Regression;Case Study - Predicting Housing Prices;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'Korean', 'German', 'Russian', 'Spanish'];Mixed;;143309;['University of Washington'];English;5396;['ar', 'fr', 'pt', 'it', 'vi', 'ko', 'de', 'ru', 'es', 'en'];4.757412898443292;['Probability & Statistics', 'Regression Analysis', 'Statistical Programming', 'Theoretical Computer Science', 'General Statistics', 'Applied Machine Learning', 'Algorithms', 'Machine Learning Algorithms', 'Regression', 'Mathematics', 'Machine Learning', 'Mathematical Theory & Analysis', 'Lasso (Statistics)', 'Ridge Regression', 'Feature Engineering', 'Analysis', 'Linear Regression', 'Python Programming', 'Linearity', 'Computer Programming']
Introduction to Deep Learning;The goal of this course is to give learners basic understanding of modern neural networks and their applications in computer vision and natural language understanding. The course starts with a recap of linear models and discussion of stochastic optimization methods that are crucial for training deep neural networks. Learners will study all popular building blocks of neural networks including fully connected layers, convolutional and recurrent layers. ;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'Korean', 'German', 'Russian', 'Spanish'];Advanced;;167259;['HSE University'];English;1826;['ar', 'fr', 'pt', 'it', 'vi', 'ko', 'de', 'ru', 'es', 'en'];4.52683461117196;['Computer Graphics', 'Statistical Programming', 'Deep Learning', 'General Statistics', 'Theoretical Computer Science', 'Mathematics', 'Artificial Neural Networks', 'Natural Language Processing', 'Algorithms', 'Applied Machine Learning', 'Machine Learning Algorithms', 'Computer Graphic Techniques', 'Statistical Machine Learning', 'Machine Learning', 'Recurrent Neural Network', 'Probability & Statistics', 'Convolutional Neural Network', 'Computer Programming', 'Differential Equations', 'Python Programming']
Deep Learning Applications for Computer Vision;This course can be taken for academic credit as part of CU Boulder’s Master of Science in Data Science (MS-DS) degree offered on the Coursera platform. The MS-DS is an interdisciplinary degree that brings together faculty from CU Boulder’s departments of Applied Mathematics, Computer Science, Information Science, and others. With performance-based admissions and no application process, the MS-DS is ideal for individuals with a broad range of undergraduate education and/or professional experience in computer science, information science, mathematics, and statistics. Learn more about the MS-DS program at https://www.coursera.org/degrees/master-of-science-data-science-boulder.;True;[];Intermediate;;231;['University of Colorado Boulder'];English;1;['en'];4;['Computer Graphics', 'Computational Logic', 'Feature (Computer Vision)', 'Machine Learning', 'Computer Vision', 'Artificial Neural Networks', 'Estimation', 'Computer Graphic Techniques', 'Ordered Pair', 'General Statistics', 'Computer Programming Tools', 'Theoretical Computer Science', 'Computer Programming', 'Python Programming', 'Probability & Statistics']
Object-Oriented Programming Concepts;In Object-Oriented Concepts, we will introduce the core concepts behind modern, object-oriented, programming.  We will discuss objects, classes, messaging, inheritance, polymorphism, and more.  As with Fundamentals of Programming, we will illustrate the concepts using the Python language, but they will be portable to other object-oriented programming languages.;True;[];Beginner;;618;['LearnQuest'];English;6;['en'];4.333333333333333;['Object-Oriented Programming', 'Theoretical Computer Science', 'Programming Principles', 'Design and Product', 'Computational Thinking', 'Software Engineering', 'Python Programming', 'Product Design', 'Software Design Description', 'Computer Programming', 'Software Testing']
Seismic tomography: look inside the Earth;Welcome to the course “Seismic tomography: Look inside the Earth”.;True;[];Beginner;;1892;['Novosibirsk State University '];English;40;['en'];4.75;['Geology', 'Statistical Programming', 'Machine Learning', 'ArcGIS', 'Data Visualization', 'Computer Programming', 'Geovisualization', 'Python Programming', 'Tomography', 'Explosion', 'Bayesian Network']
